datetime,type,type_yellow,type_red,count,from,direction,transgression,comment,location
15/08/2025 16:24,cargo bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:24,,,bike,2,,,,,Marino Crescent Park
15/08/2025 16:25,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:25,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:25,,,bike,2,,,,,Marino Crescent Park
15/08/2025 16:25,bike,,,2,,,,,Marino Crescent Park
15/08/2025 16:26,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:26,,,bike,1,,,on road,,Marino Crescent Park
15/08/2025 16:26,bike,,,2,,,,,Marino Crescent Park
15/08/2025 16:26,,bike,,1,,,,,Marino Crescent Park
15/08/2025 16:26,,bike,,2,,,on road,,Marino Crescent Park
15/08/2025 16:27,,,bike,2,,,,,Marino Crescent Park
15/08/2025 16:27,,,bike,2,,,over red,,Marino Crescent Park
15/08/2025 16:27,,,bike,1,,,on path,,Marino Crescent Park
15/08/2025 16:28,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:28,,,bike,1,,,,,Marino Crescent Park
15/08/2025 16:28,,,delivery bike,1,,,on road,,Marino Crescent Park
15/08/2025 16:29,delivery bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:29,,,bike,2,,,,,Marino Crescent Park
15/08/2025 16:29,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:29,bike,,,3,,,,,Marino Crescent Park
15/08/2025 16:30,delivery bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:30,bike,,,2,,,,,Marino Crescent Park
15/08/2025 16:30,,,bike,5,,,,,Marino Crescent Park
15/08/2025 16:31,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:31,,,bike,1,,,over red,,Marino Crescent Park
15/08/2025 16:31,,,bike,1,,,,,Marino Crescent Park
15/08/2025 16:31,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:32,,,delivery bike,1,,,on road,,Marino Crescent Park
15/08/2025 16:32,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:32,,,bike,1,,,,,Marino Crescent Park
15/08/2025 16:33,,,bike,1,,,over red,,Marino Crescent Park
15/08/2025 16:33,,,bike,1,,,,,Marino Crescent Park
15/08/2025 16:33,,,bike,1,,,over red,,Marino Crescent Park
15/08/2025 16:33,,,bike,1,,,,,Marino Crescent Park
15/08/2025 16:33,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:34,,,bike,1,,,over red,,Marino Crescent Park
15/08/2025 16:34,,,delivery bike,1,,,over red,,Marino Crescent Park
15/08/2025 16:34,,,bike,1,,,over red,,Marino Crescent Park
15/08/2025 16:35,,,bike,1,,,,,Marino Crescent Park
15/08/2025 16:35,,,bike,1,,,on road,,Marino Crescent Park
15/08/2025 16:36,delivery bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:36,,,bike,4,,,,,Marino Crescent Park
15/08/2025 16:36,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:36,bike,,,1,,,on path,,Marino Crescent Park
15/08/2025 16:37,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:37,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:37,,,bike,1,,,"over red,on road",,Marino Crescent Park
15/08/2025 16:37,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:38,,,bike,1,,,,,Marino Crescent Park
15/08/2025 16:38,,,bike,1,,,over red,,Marino Crescent Park
15/08/2025 16:38,bike,,,1,,,wrong side,,Marino Crescent Park
15/08/2025 16:38,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:38,,,bike,1,,,over red,,Marino Crescent Park
15/08/2025 16:38,bike,,,4,,,,,Marino Crescent Park
15/08/2025 16:39,,,delivery bike,1,,,over red,,Marino Crescent Park
15/08/2025 16:39,,,bike,3,,,,,Marino Crescent Park
15/08/2025 16:39,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:39,,,bike,1,,,,,Marino Crescent Park
15/08/2025 16:39,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:40,,,bike,1,,,,,Marino Crescent Park
15/08/2025 16:40,,,bike,1,,,over red,,Marino Crescent Park
15/08/2025 16:41,,,bike,1,,,,w child,Marino Crescent Park
15/08/2025 16:41,,,bike,1,,,,,Marino Crescent Park
15/08/2025 16:41,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:41,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:41,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:42,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:42,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:42,delivery bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:42,,,delivery bike,1,,,over red,,Marino Crescent Park
15/08/2025 16:42,bike,,,1,,,wrong side,,Marino Crescent Park
15/08/2025 16:43,bike,,,2,,,,,Marino Crescent Park
15/08/2025 16:43,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:43,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:43,delivery bike,,,1,,,on road,,Marino Crescent Park
15/08/2025 16:43,bike,,,3,,,,,Marino Crescent Park
15/08/2025 16:43,,,bike,1,,,on road,,Marino Crescent Park
15/08/2025 16:44,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:44,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:44,,,bike,4,,,,,Marino Crescent Park
15/08/2025 16:45,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:45,bike,,,1,,,on road,,Marino Crescent Park
15/08/2025 16:45,,,delivery bike,1,,,,,Marino Crescent Park
15/08/2025 16:46,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:46,,,bike,4,,,,,Marino Crescent Park
15/08/2025 16:46,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:47,,,bike,1,,,over red,,Marino Crescent Park
15/08/2025 16:47,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:47,child bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:47,child bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:47,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:47,bike,,,1,,,on path,,Marino Crescent Park
15/08/2025 16:47,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:47,,,bike,1,,,over red,,Marino Crescent Park
15/08/2025 16:48,,,bike,1,,,,,Marino Crescent Park
15/08/2025 16:48,,,bike,1,,,,,Marino Crescent Park
15/08/2025 16:48,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:48,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:48,,bike,,1,,,,,Marino Crescent Park
15/08/2025 16:48,,,bike,1,,,on path,,Marino Crescent Park
15/08/2025 16:48,,,delivery bike,1,,,,,Marino Crescent Park
15/08/2025 16:48,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:49,bike,,,2,,,,,Marino Crescent Park
15/08/2025 16:49,,,bike,1,,,,,Marino Crescent Park
15/08/2025 16:49,,,bike,1,,,over red,,Marino Crescent Park
15/08/2025 16:49,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:49,,,bike,2,,,,,Marino Crescent Park
15/08/2025 16:50,,,bike,1,,,,,Marino Crescent Park
15/08/2025 16:50,bike,,,2,,,,,Marino Crescent Park
15/08/2025 16:51,,,bike,1,,,,w child,Marino Crescent Park
15/08/2025 16:51,,,bike,1,,,,,Marino Crescent Park
15/08/2025 16:51,bike,,,2,,,,,Marino Crescent Park
15/08/2025 16:51,delivery bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:52,,bike,,2,,,,,Marino Crescent Park
15/08/2025 16:52,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:52,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:52,,,bike,2,,,,,Marino Crescent Park
15/08/2025 16:52,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:52,,,delivery bike,1,,,,,Marino Crescent Park
15/08/2025 16:52,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:53,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:53,,,bike,1,,,,,Marino Crescent Park
15/08/2025 16:53,bike,,,3,,,,,Marino Crescent Park
15/08/2025 16:53,,,delivery bike,1,,,on road,,Marino Crescent Park
15/08/2025 16:53,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:54,delivery bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:54,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:54,bike,,,1,,,wrong side,,Marino Crescent Park
15/08/2025 16:55,bike,,,3,,,,,Marino Crescent Park
15/08/2025 16:55,,,bike,1,,,,,Marino Crescent Park
15/08/2025 16:55,,,bike,1,,,over red,,Marino Crescent Park
15/08/2025 16:55,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:55,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:55,bike,,,1,,,,w child,Marino Crescent Park
15/08/2025 16:56,,,bike,2,,,over red,,Marino Crescent Park
15/08/2025 16:56,bike,,,2,,,on road,,Marino Crescent Park
15/08/2025 16:56,bike,,,1,,,on path,,Marino Crescent Park
15/08/2025 16:56,delivery bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:56,bike,,,2,,,,,Marino Crescent Park
15/08/2025 16:57,,,bike,2,,,,,Marino Crescent Park
15/08/2025 16:57,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:57,bike,,,1,,,wrong side,,Marino Crescent Park
15/08/2025 16:57,bike,,,2,,,,w child ,Marino Crescent Park
15/08/2025 16:57,bike,,,3,,,,,Marino Crescent Park
15/08/2025 16:58,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:58,,,bike,2,,,,,Marino Crescent Park
15/08/2025 16:58,,,bike,2,,,over red,,Marino Crescent Park
15/08/2025 16:58,,,bike,2,,,,,Marino Crescent Park
15/08/2025 16:58,bike,,,1,,,,,Marino Crescent Park
15/08/2025 16:59,,,bike,1,,,over red,,Marino Crescent Park
15/08/2025 16:59,bike,,,1,,,,,Marino Crescent Park
15/08/2025 17:00,,,bike,1,,,on road,,Marino Crescent Park
15/08/2025 17:00,bike,,,2,,,,,Marino Crescent Park
15/08/2025 17:01,bike,,,1,,,,,Marino Crescent Park
15/08/2025 17:01,,,delivery bike,1,,,,,Marino Crescent Park
15/08/2025 17:01,,,bike,1,,,,,Marino Crescent Park
15/08/2025 17:01,,,bike,1,,,"over red,on road",,Marino Crescent Park
15/08/2025 17:01,bike,,,6,,,,,Marino Crescent Park
15/08/2025 17:02,,,bike,1,,,,,Marino Crescent Park
15/08/2025 17:02,bike,,,2,,,,,Marino Crescent Park
15/08/2025 17:03,bike,,,3,,,,,Marino Crescent Park
15/08/2025 17:03,delivery bike,,,4,,,,,Marino Crescent Park
15/08/2025 17:04,,,bike,6,,,,,Marino Crescent Park
15/08/2025 17:05,bike,,,2,,,,,Marino Crescent Park
15/08/2025 17:05,,,bike,2,,,on road,,Marino Crescent Park
15/08/2025 17:06,bike,,,6,,,,,Marino Crescent Park
15/08/2025 17:12,cargo bike,,,1,,,,,Marino Crescent Park
15/08/2025 17:07,,,bike,7,,,,,Marino Crescent Park
15/08/2025 17:07,moby,,,1,,,,,Marino Crescent Park
15/08/2025 17:08,,,bike,17,,,,,Marino Crescent Park
15/08/2025 17:09,bike,,,18,,,,,Marino Crescent Park
15/08/2025 17:09,,,bike,2,,,over red,,Marino Crescent Park
